__sheet__,__page__,#,מה נדרש ממך,בחירה,מילוי,הערות אייל,סטטוס סעיף,הכרעה נדרשת מ,סיווג,הסעיף,סקשן אצל אייל,הכשל,התוכן הדרוש,התיקון,נתיב קוד,קישור,אפשרויות לבחירה,הערות סוכן,הערות נימרוד,תאריך הכרעה
עמוד · כושי בלאנטיס,R1-17,KSH-04,ב«עוד רגעים מהדרך» המסמך מבקש תמונות נוספות בלי קובץ. הדביקו קבצים או אמרו שאין.,,,,ממתין לאייל,אייל,לא ברור,עוד רגעים מהדרך,SECTION 14,"DEV NOTES: תמונות נוספות אם קיימות, לא לשכפל את גלריה 05, בלי שם קובץ. החי מציג קופסת «ממתין לאישור».","קבצים או קישורים, או «אין תמונות».",שיבוץ התמונות או השארת העמוד בלי הסקשן.,kushi-blantis-defaults.php SECTION 14,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,יש תמונות — הדביקו קבצים או קישורים בעמודת מילוי. אין תמונות — הסקשן לא יוצג.,לא הוצג placeholder אחרי ההדבקה. לא לשכפל את KSH-02. פאזה א׳ 18.8.26.,,
עמוד · כושי בלאנטיס,R1-17,KSH-05,בקישור «לעמוד אייל עמית» הכתובת שבמסמך מובילה ל-404. הדביקו כתובת חיה או אמרו להוריד את הקישור.,,,,ממתין לאייל,אייל,לא ברור,קישור אודות,SECTION 08,https://www.eyalamit.co.il/about/ הוא 404 בייצור. בסטייג'ינג יש גם /about/ וגם /eyal-amit/ (שני עמודים שונים) — לא נבחר במקומך.,"URL חי, או «להוריד את הקישור». שאר פסקאות 08 כבר במסמך.",לפי המילוי או הבחירה.,kushi-blantis-defaults.php SECTION 08,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,יש כתובת — הדביקו בעמודת מילוי. להוריד את הקישור — נשאר «לעמוד אייל עמית» בלי href.,לא הומצא URL. ה-href ל-404 לא יישלח ב-GO BUILD. פאזה א׳ 18.8.26.,,
עמוד · כושי בלאנטיס,R1-17,KSH-06,—,,,,בוצע,—,ברור,סדר 01–04+07–08 + הירו בלי em + הסרת כרום צוות,SECTION 01–04 · 07–08,em ב-H1; תג «הספר»; «לחצו לקריאת הקטע המלא»; חסר קו ההפרדה בקטע; ספליט+תמונה; .reveals+H3+תשע תמונות; גלריה אחרי FAQ; 14 לפני 12; כיתובים/lead/pending שהומצאו; /press/ שהומצא.,"SECTION 01–04 ו-07–08 ככתבם, בסדר המסמך. H1: כושי בלאנטיס. בלי em, בלי תג, בלי reveals, בלי תמונת 04. אקורדיון 03 עם כפתור המסמך + הקו. 08 בלי href עד KSH-05.",הדבקה מילה-במילה בסדר המסמך במקום הכרום. לא להעתיק מ-muzza-defaults.php.,kushi-blantis-defaults.php,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,,פאזה א׳ 18.8.26. אין סקירה — md הוא הרצוי. WP-EI-01/02 לא נפתחו. מדיה KSH-01/02/03/04 לא יורדת מההירו/גלריה עד בחירת אייל; תמונות ה-reveals והספליט כן יורדות (אינן במסמך).,,
עמוד · כושי בלאנטיס,R1-17,KSH-07,—,,,,בוצע,—,ברור,שאלות נפוצות — 6 מהמסמך,SECTION 10,"faqblock CPT cats:kushi-blantis בסדר אחר מהמסמך (כבד/קל ראשון, סיפור אמיתי שלישי). ששת הנוסחים כן מהמסמך.",שש השאלות מ-SECTION 10 שורות 205–221 בסדר המסמך.,"faq-inline, בלי לגעת ב-block-faq-list.php וב-inc/data/*.json.",kushi-blantis-defaults.php SECTION 10,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,,"פאזה א׳ 18.8.26. «236 עמודים» בשורה 215 — במסמך, מותר. ממתין ל-GO BUILD.",,
עמוד · כושי בלאנטיס,R1-17,KSH-08,—,,,,בוצע,—,ברור,"CTA רכישה מנדלי, בלי קופסת GI",SECTION 06 · 09 · 12,כל כפתורי הרכישה → mrng.to של חבילת שלושת הספרים; 69 ₪ בהירו; תוויות מורנינג/חשבונית; כפתור מודפס+אלקטרוני ב-09; temp_note GI. אף אחד לא במסמך.,06: מודפס «קישור יתווסף בהמשך» + מנדלי. 09: כפתור אחד «לרכישת הספר הדיגיטלי» → מנדלי. 12: «לרכישת הספר» → מנדלי. הירו בלי כפתור מחיר.,הדבקת בייטי המסמך. מחיקת temp_note / cta2 / 69 / mrng.to. תקדים BK-03. WP-EI-01 לא נפתח.,kushi-blantis-defaults.php phero.cta + SECTION 06/09/12,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,,ה-URL מ-kushi_full.md SECTION 06/09/12 (mendele.co.il/product/kushibelantis/ — 200). לא הומצא כפתור/מחיר מודפס. DEV NOTE שורה 135 אוסר להמציא קישור מודפס.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-01,בתמונת הרקע של ההירו אין קובץ במסמך. בחרי מה לעשות.,,,,ממתין לאייל,אייל,לא ברור,תמונת הירו,SECTION 01,"DEV NOTES מבקשים רקע מדרום אמריקה / טיול, בלי שם קובץ. כרגע tsva-bechol-cover.jpg (עטיפה) בהירו.",להשאיר / להחליף (קישור או שם קובץ במילוי) / בלי תמונה.,לפי הבחירה. הטקסט מ-SECTION 01 מודבק בנפרד (TSV-04). כפתור 59 ₪ יורד עם TSV-06.,tsva-bekahol-defaults.php phero.media,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,להשאיר את תמונת ההירו הקיימת. להחליף — הדביקו קישור או שם קובץ בעמודת מילוי. בלי תמונה — נשארים H1 והתת.,מדיה בלי קובץ מאייל = לא ברור. תיקיית החומר ריקה ממדיה. לא הומצאה תמונה חדשה. פאזה א׳ 18.8.26.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-02,בגלריות המסמך מבקש תמונות בלי קבצים בתיקייה. הדביקו קבצים או אמרו בלי תמונות.,,,,ממתין לאייל,אייל,לא ברור,גלריות הספר והטיול,SECTION 05 · SECTION 14,שמות לדוגמה (book-cover / inside / trip / trip-final) בלי קובץ. החי: עטיפה אחת + חמישה כרטיסי pending. אין תוכן = אין רכיב — הפנדings יורדים ב-TSV-04.,"קבצים/קישורים, או «בלי תמונות».",שיבוץ התמונות או השארת העמוד בלי גלריות.,tsva-bekahol-defaults.php SECTION 05 · 14 gallery,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,"בלי תמונות — נשאר הטקסט כמו במסמך, בלי גלריה. יש תמונות — הדביקו קישורים או שמות קבצים בעמודת מילוי.","לא הומצאה תמונה. garden.jpg בסקשן 04 אינה במסמך — יורדת ב-TSV-04, לא כאן. פאזה א׳ 18.8.26.",,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-03,בבלוק «כתבות מהעיתונות» אין קובץ במסמך. הדביקו כתבה או אמרו בלי כתבה.,,,,ממתין לאייל,אייל,לא ברור,כתבות מהעיתונות,SECTION 11,"המסמך: אקורדיון + press-article-01.jpg לדוגמה, בלי קובץ. החי: קופסת «ממתין לאישור» + קישור /press/ שהומצא.","קובץ או קישור, או «בלי כתבה».","שיבוץ הכתבה באקורדיון, או השארת העמוד בלי הבלוק.",tsva-bekahol-defaults.php SECTION 11,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,יש כתבה — הדביקו קישור או שם קובץ בעמודת מילוי. בלי כתבה — הבלוק לא יוצג.,לא הומצאה כתבה. /press/ אינו במסמך — יורד ב-TSV-04. פאזה א׳ 18.8.26.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-04,—,,,,בוצע,—,ברור,סדר 01–04+07–08 + הירו בלי em + הסרת כרום צוות,SECTION 01–04 · 07–08,em ב-H1; תג «הספר»; תת מקוצר; H2 כפול על הירו; garden.jpg; סדר 07/08/FAQ לפני 05; גלריות pending; עיתונות pending+/press/; כותרת 14 שהומצאה.,"SECTION 01–04 ו-07–08 ככתבם, בסדר המסמך. H1: צבע בכחול וזרוק לים. בלי em, בלי כפילות הירו, בלי garden, בלי pending. כפתור 03: קטע מתוך הספר – לקריאה. 08 → /about/.",הדבקה מילה-במילה בסדר המסמך במקום הכרום. לא להעתיק מ-kushi/muzza. לא לרנדר 05/11/14 עד TSV-02/03.,tsva-bekahol-defaults.php,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,,פאזה א׳ 18.8.26. אין סקירה — md הוא הרצוי. WP-EI-01/02 לא נפתחו. הקטע המלא ב-03 כבר ככתבו. 2001/מהדורה עשירית במסמך — נשארות.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-05,—,,,,בוצע,—,ברור,שאלות ותשובות — 5 מהמסמך,SECTION 10,"faqblock CPT cats:tsva-bekahol בסדר אחר מהמסמך (סגנון ראשון, מוצ'ילרים שלישי). חמשת הנוסחים כן מהמסמך.",חמש השאלות מ-SECTION 10 שורות 316–329 בסדר המסמך.,"faq-inline, בלי לגעת ב-block-faq-list.php וב-inc/data/*.json.",tsva-bekahol-defaults.php SECTION 10,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,,פאזה א׳ 18.8.26. «להינות» / «ימכר» ככתבם. ממתין ל-GO BUILD.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-06,—,,,,בוצע,—,ברור,רכישה מודפסת מ-06 + CTA 12 בלי GI/מחיר,SECTION 06 · SECTION 12,מחיר 59 ₪; כפתורי «לרכישה מאובטחת (חשבונית ירוקה)» ו-CTA-band כפולים ל-mrng.to של חבילת שלושת הספרים; temp_note GI. במסמך: מודפס → צור קשר; דיגיטלי → מנדלי (TSV-07).,"06: ניתן לרכוש… + עותק מודפס + [לרכישת עותק מודפס – צרו קשר](/contact/). 12: שלוש השורות ככתבן, בלי כפתור רכישה עד TSV-07. בלי 59, בלי mrng.to, בלי temp_note.",הדבקה; הקופסאות יורדות. תקדים BK-03. לא לגעת ב-product-cta.php / chapters-commerce.php. WP-EI-01/02 נדחים.,tsva-bekahol-defaults.php SECTION 06 · 09 · 12 + phero.cta,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,,"פאזה א׳ 18.8.26. ה-mrng.to החי הוא קישור חבילת מוזה, לא הספר הזה. כפתור דיגיטלי = TSV-07. ממתין ל-GO BUILD.",,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-07,בקישור מנדלי במסמך מגיעים ל-404. הדביקו כתובת חיה או אמרו להוריד את הקישור הדיגיטלי.,,,,ממתין לאייל,אייל,לא ברור,רכישה דיגיטלית,SECTION 06 · 09 · 12,המסמך מצביע ל-mendele.co.il/product/tsvabacholvezorekleyam/ — 404. החי מחליף ב-mrng.to של חבילת הספרים (יורד ב-TSV-06). אין בייטים חיים להדבקה.,"URL חי בעמודת מילוי, או «להוריד את הקישור». טקסט 06/09/12 מודבק בנפרד.",לפי המילוי או הבחירה. בלי קישור — אין כפתור דיגיטלי (אין תוכן = אין רכיב).,tsva-bekahol-defaults.php SECTION 06 digital · 09 · 12 button,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,"יש כתובת — הדביקו בעמודת מילוי. להוריד את הקישור — נשארים טקסט המודפס ופרוזת 12, בלי כפתור דיגיטלי.",לא הומצא URL חלופי. לא נפתח WP-EI-01. לא הודבק ה-404. פאזה א׳ 18.8.26.,,
עמוד · וכתבת,R1-19,VKT-01,בתמונת הרקע של ההירו (כריכת הספר) אין קובץ במסמך. בחרי מה לעשות.,,,,ממתין לאייל,אייל,לא ברור,תמונת הירו,SECTION 01,"DEV NOTES מבקשים תמונת כריכת הספר במסך מלא, בלי שם קובץ. כרגע vekatavt-cover.jpg בהירו. תיקיית החומר ריקה ממדיה.",להשאיר / להחליף (קישור או שם קובץ במילוי) / בלי תמונה.,לפי הבחירה. H1 והכפתור מודבקים ב-VKT-03/04.,vekatavta-defaults.php phero.media,http://eyalamit-co-il-2026.s887.upress.link/books/vekatavta/,"להשאיר את תמונת ההירו הקיימת. להחליף — הדביקו קישור או שם קובץ בעמודת מילוי. בלי תמונה — הטקסט והכפתור נשארים, אין רקע.",מדיה בלי קובץ מאייל = לא ברור. לא הומצאה תמונה חדשה. WP-EI-02 hold נדחה. פאזה א׳ 18.8.26.,,
עמוד · וכתבת,R1-19,VKT-02,בגלריה המסמך מבקש תמונות בלי קובץ. הדביקו קבצים או אמרו בלי גלריה.,,,,ממתין לאייל,אייל,לא ברור,גלריית תמונות מתוך הספר,SECTION 05,שלוש שורות טקסט בלי שם קובץ. החי: עטיפה + שני מצייני «ממתין לאישור» (April/Drive). המציינים אינם במסמך. אין תוכן = אין רכיב לסלוט ריק.,"קבצים/קישורים, או «בלי גלריה». שלוש הפסקאות נשארות.",שיבוץ התמונות או הסרת המציינים והעטיפה. לא משאירים כרטיס ריק.,vekatavta-defaults.php gallery,http://eyalamit-co-il-2026.s887.upress.link/books/vekatavta/,"יש תמונות — הדביקו קישורים או שמות קבצים בעמודת מילוי. בלי גלריה — שלוש הפסקאות נשארות, המציינים והעטיפה יורדים.",מדיה בלי קובץ מאייל = לא ברור. לא הומצאו קבצי תמונה. פאזה א׳ 18.8.26.,,
עמוד · וכתבת,R1-19,VKT-03,—,,,,בוצע,—,ברור,סדר 01–14 + הירו בלי em + הסרת כרום צוות,SECTION 01–04 · 07–08 · 11 · 14,em ב-H1; תג «ספר»; תת מחובר בנקודה; H2 ממשפט ראשון; קטע מתקפל; היקיקומורי במקום היקוקומורי/היקוקמורי; לוכתבת ב-strong כולל למ״ד; split+פורטרט; .reveals+H3+תמונות אתר; H2 «בין השורות»; קופסאות ממתין ב-11 וב-14 + /press/. סדר 07 לפני 06/05; 14 לפני 12.,"SECTION 01–04 ו-07–08 ו-11 ו-14 ככתבם, בסדר המסמך. H1: וכתבת בלי em. H2 מהשם אחרי ## (לא משפט ראשון, לא «תוכן»). 03 עם שבירת שורות המסמך. 11 = המשפט שורה 306 בלבד.",הדבקה מילה-במילה בסדר המסמך במקום הכרום. לא להעתיק מ-kushi-blantis-defaults.php. גלריה/CTA/FAQ = VKT-02/04/05.,vekatavta-defaults.php,http://eyalamit-co-il-2026.s887.upress.link/books/vekatavta/,,פאזה א׳ 18.8.26. אין סקירה — md הוא הרצוי. WP-EI-01/02 לא נפתחו. 1998 / 46 / 252 / כ־8 שנים / למעלה משני עשורים כן במסמך — נשארים.,,
עמוד · וכתבת,R1-19,VKT-04,—,,,,בוצע,—,ברור,"CTA רכישה מנדלה, בלי קופסת GI / Morning / 79",SECTION 01 · 06 · 09 · 12,הירו «לרכישת הספר · 79 ₪» → mrng.to; 06 שתי הגרסאות ל-GI; 09 שני כפתורי GI + temp_note; 12 mrng.to + temp_note. אפס מנדלה בחי. ה-URL החי הוא חבילת שלושת הספרים.,"[לרכישת הספר](https://www.mendele.co.il/product/vekatavta/) בהירו, ב-09 וב-12. ב-06: מודפסת «(לפרטים והזמנה - צרו קשר)» בלי href; דיגיטלית «לרכישת הספר בגרסה דיגיטלית» → אותו מנדלה. בלי 79, בלי חשבונית ירוקה, בלי ספר אלקטרוני ככפתור שני.",cta בלי temp_note. החלפת mrng.to במנדלה ככתבו. תקדים BK-03. לא לפתוח WP-EI-01.,vekatavta-defaults.php phero.cta + SECTION 06/09/12,http://eyalamit-co-il-2026.s887.upress.link/books/vekatavta/,,ה-URL מ-vekatavta.md 13.8.26 (חי 200). לא הומצא מחיר. מודפסת בלי קישור — «צרו קשר» כטקסט. ממתין ל-GO BUILD.,,
עמוד · וכתבת,R1-19,VKT-05,—,,,,בוצע,—,ברור,שאלות נפוצות — 7 מהמסמך,SECTION 10,"faqblock CPT cats:vekatavta בסדר אחר מהמסמך (קריאה קצרה ראשונה, ברצף שלישית). שבעת הנוסחים כן מהמסמך.","שבע השאלות מ-SECTION 10 שורות 281–300 בסדר המסמך: ברצף, אמיתיים, 46, 252, קריאה קצרה, ספוקן סטוריז, תוכן נוסף/QR.","faq-inline, בלי לגעת ב-block-faq-list.php וב-inc/data/*.json.",vekatavta-defaults.php SECTION 10,http://eyalamit-co-il-2026.s887.upress.link/books/vekatavta/,,פאזה א׳ 18.8.26. ממתין ל-GO BUILD.,,
עמוד · שאלות נפוצות (FAQ),R1-25,FAQ-01,בתמונת הרקע של ההירו אין קובץ במסמך. בחרי מה לעשות.,,,,ממתין לאייל,אייל,לא ברור,תמונת הירו,SECTION 01,"DEV NOTES מבקשים overlay על תמונה, בלי שם קובץ. כרגע studio-mosaic.jpg. תיקיית דף FAQ ריקה ממדיה.",להשאיר / להחליף (קישור או שם קובץ במילוי) / בלי תמונה.,לפי הבחירה. הטקסט מ-SECTION 01–02 מודבק בנפרד (FAQ-02).,faq-defaults.php phero.media,http://eyalamit-co-il-2026.s887.upress.link/faq/,"להשאיר את תמונת ההירו הקיימת. להחליף — הדביקו קישור או שם קובץ בעמודת מילוי. בלי תמונה — הטקסט והכפתור נשארים, אין רקע.",מדיה בלי קובץ מאייל = לא ברור. לא הומצאה תמונה חדשה. פאזה א׳ 18.8.26.,,
עמוד · שאלות נפוצות (FAQ),R1-25,FAQ-02,—,,,,בוצע,—,ברור,"הירו + Intro — בלי em, בלי תג שהומצא, בייטי 01–02",SECTION 01 · SECTION 02,em ב-H1; תג «שאלות נפוצות»; תג «לפני שמתחילים» + H2 שהומצא ככותרת; Intro עם /treatment/ במקום /didgeridoo-treatment של המסמך.,SECTION 01 שורות 18–22 + SECTION 02 שורות 43–51 ככתבם. H1 בלי em. CTA [שיחת היכרות](/contact). ארבעת קישורי 02 כולל /didgeridoo-treatment ככתבו — לא המרה ל-/treatment/.,הדבקה מילה-במילה ב-faq-defaults.php אחרי GO BUILD. לא לגעת ב-faqblock / block-faq-list.php / inc/data/*.json.,faq-defaults.php phero + sections[0] prose,http://eyalamit-co-il-2026.s887.upress.link/faq/,,פאזה א׳ 18.8.26. אין סקירה — md הוא הרצוי. /didgeridoo-treatment חי 301 אל /services/didgeridoo-treatment-breath/ לא אל /treatment/; הבייטים נשארים כבמסמך. ממתין ל-GO BUILD ול-FAQ-03 (אם נימרוד מקפיא עמוד — לא להדביק).,,
עמוד · שאלות נפוצות (FAQ),R1-25,FAQ-03,—,,,,בוצע,—,ברור,מיזוג אקורדיון לפי הכרעת נימרוד,SECTION 03–10,"חי 108 מול md 52. נימרוד 18.8.26: באתר כל השאלות הקיימות, בלי כפילויות, עם הירו; במחלוקת/חסר — נוסח אייל האחרון (FAQ FINAL.md); פירוט ירידות/כפילויות באקסל לאישור אייל.",איחוד: 108 החיים נשארים; 7 החסרות מה-md מתווספות; 30 אותה-Q תשובה-שונה ← בייטי המסמך; כפילויות מפתח מתמזגות לנוסח אייל.,חריג team_00: עדכון ea-faq-seed.json + mu-plugin חד-פעמי (דפוס ea-s507). לא לגעת ב-block-faq-list.php. טבלת החלטות = FAQ-04 לאייל.,inc/data/ea-faq-seed.json · mu-plugins/ea-s006-faq-merge-once.php · faq-defaults.php (Hero ב-FAQ-02),http://eyalamit-co-il-2026.s887.upress.link/faq/,—,"נימרוד 18.8.26 בכתב: כל השאלות הקיימות, ללא כפילויות, עם הירו; חסר/כפול עם תשובה שונה = אופציית אייל האחרונה או המועדפת; פירוט באקסל לאישור אייל. PLACEHOLDER JSON-LD יימחקו אם אין גוף (אין תוכן=אין רכיב).",,
עמוד · שאלות נפוצות (FAQ),R1-25,FAQ-04,"אשר את טבלת מיזוג האקורדיון (מה נשאר, מה התמזג לנוסח שלך, מה נוסף, מה ירד ככפילות).",,,,ממתין לאייל,אייל,לא ברור,אישור החלטות מיזוג FAQ,SECTION 03–10,מיזגנו קורפוס חי 108 עם FAQ FINAL.md 52 לפי הכרעת נימרוד. צריך אישור על כל ירידה/מיזוג/הוספה.,אישור / תיקון שורות בטבלה.,לפי הבחירה. הטבלה ב-_COMMUNICATION/team_100/S006/RESEARCH-R1-25-FAQ-MERGE-TABLE-2026-08-18.md,ea-faq-seed.json,http://eyalamit-co-il-2026.s887.upress.link/faq/,לאשר את המיזוג. לתקן שורות — פרטו בהערות/מילוי.,הטבלה נכתבת בפאזה ב׳. לא מוחקים שאלות חיות שאינן במסמך — רק כפילויות.,,
"עמוד · דיג׳רידו, נחירות ודום נש",R1-28,SNR-01,בצילום המסך מאתר מכבי אין קובץ. בחרי מה לעשות.,,,,ממתין לאייל,אייל,לא ברור,צילום מסך מכבי,SECTION 05 · IMAGE שורות 147–150,"המסמך קורא לקובץ שסופק מכבי.jpg (ALT שורה 149, CAPTION שורה 150). התיקייה ריקה. החי מציג כרטיס ממתינה + H2/lead שהומצאו. WP-EI-03 ON_HOLD לא נפתח.","קובץ או קישור במילוי, או «בלי תמונה».","שיבוץ הצילום עם ALT/CAPTION מהמסמך, או השארת הסקשן בלי תמונה (הטקסט של 05 נשאר). לא ממציאים קובץ.",snoring-sleep-apnea-defaults.php S05b gallery,http://eyalamit-co-il-2026.s887.upress.link/snoring-sleep-apnea/,"יש צילום — הדביקו קובץ או קישור בעמודת מילוי (יישבץ ליד הטקסט על מכבי). בלי תמונה — הטקסט והקישור למכבי נשארים, כרטיס ההמתנה יורד.",מדיה בלי קובץ מאייל = לא ברור. לא הומצאה תמונה. הכרום של H2/lead יורד ב-SNR-05; הכרטיס עצמו נשאר עד הבחירה. פאזה א׳ 18.8.26.,,
"עמוד · דיג׳רידו, נחירות ודום נש",R1-28,SNR-02,בסיפור יוני חסרה תמונת ההתכתבות. בחרי מה לעשות.,,,,ממתין לאייל,אייל,לא ברור,תמונת יוני,SECTION 10 · IMAGE שורות 439–442,"המסמך קורא לקובץ שסופק יוני.jpg, עם חובת טשטוש פרט מזהה. התיקייה ריקה. החי מציג כרטיס ממתינה. הסיפור עצמו = SNR-03.","קובץ או קישור במילוי (עם טשטוש), או «בלי תמונה».","שיבוץ התמונה לפי ALT שורה 441, או בלי תמונה. לא ממציאים קובץ ולא מפרסמים פרט מזהה.",snoring-sleep-apnea-defaults.php S10b gallery,http://eyalamit-co-il-2026.s887.upress.link/snoring-sleep-apnea/,"יש תמונה — הדביקו קובץ או קישור בעמודת מילוי (חובה לטשטש פרטים מזהים). בלי תמונה — הסיפור נשאר לפי SNR-03, כרטיס ההמתנה יורד.",מדיה בלי קובץ מאייל = לא ברור. לא הומצאה תמונה. לא נפתחה חבילת WP-EI-03. פאזה א׳ 18.8.26.,,
"עמוד · דיג׳רידו, נחירות ודום נש",R1-28,SNR-03,סיפור יוני מוצג עם באנר ממתין לאישור. בחרי מה לעשות.,,,,ממתין לאייל,אייל,לא ברור,אישור פרסום סיפור יוני,SECTION 10 שורות 384–437,"גוף הסיפור במסמך ומוצג חי. באנר «ממתין לאישור» + אזכור WP-EI-03 הומצאו בצוות. מנדט: אישור ניסוח רפואי = המתנה לאייל, לא מחיקה שקטה.",לאשר פרסום / לא לפרסם עדיין / להשאיר את הבאנר.,"לפי הבחירה. לאשר → באנר יורד, הסיפור נשאר ככתבו. לא לפרסם → הסיפור לא מוצג (אין תוכן מאושר = אין רכיב), הרשומה נשארת בטרקר. באנר → מצב חי נשאר.",snoring-sleep-apnea-defaults.php S10 prose,http://eyalamit-co-il-2026.s887.upress.link/snoring-sleep-apnea/,"לאשר פרסום — הסיפור נשאר, באנר ההמתנה יורד. לא לפרסם עדיין — הסיפור יורד מהעמוד עד אישור. להשאיר את באנר ההמתנה כמו עכשיו.",לא נמחק בשקט. לא נפתחה חבילת WP-EI-03. תאריכים 2014 / 250 במסמך. פאזה א׳ 18.8.26.,,
"עמוד · דיג׳רידו, נחירות ודום נש",R1-28,SNR-04,ברשימת המקורות יש שורה שמחכה להשלמה. הדביקו קישור או אמרו בלי מקור נוסף.,,,,ממתין לאייל,אייל,לא ברור,מקור רפואי שלישי,SECTION 17 שורה 671,"השורה «מקור רפואי מוסמך נוסף… להשלמה לפני פרסום» מוצגת חי. אין URL. שני המקורות הראשונים (BMJ, מכבי) כן במסמך.","קישור למקור, או «בלי מקור שלישי».","שיבוץ הקישור, או הורדת השורה (אין תוכן = אין רכיב). BMJ+מכבי נשארים.",snoring-sleep-apnea-defaults.php S17,http://eyalamit-co-il-2026.s887.upress.link/snoring-sleep-apnea/,יש מקור — הדביקו קישור בעמודת מילוי. בלי מקור נוסף — נשארים רק שני הקישורים שכבר במסמך (BMJ ומכבי).,לא הומצא מקור שלישי. שורת ה-TODO יורדת מהאתר ב-SNR-05 עד המילוי. פאזה א׳ 18.8.26.,,
"עמוד · דיג׳רידו, נחירות ודום נש",R1-28,SNR-05,—,,,,בוצע,—,ברור,הסרת כרום צוות + H2 כפול + שורת TODO במקורות,SECTION 01–17 «התוכן» · S02 שורות 40–50 · S14 שורות 578–611 · S17 שורות 669–670,תגי chap בכל הסקשנים; H2 מומצא «מה יש בעמוד הזה»; H2+lead מומצאים על כרטיס מכבי; H2 כפול ב-CTA הסופי; שורת «להשלמה לפני פרסום» מוצגת כמקור.,גוף המסמך ככתבו (כבר בחי). בלי chap. TOC = רשימת העוגנים בלבד. CTA סופי = H2 אחד + גוף + כפתור ל-/contact. מקורות = שני הקישורים במסמך. SECTION 18 לא עולה.,"הסרת הכרום ב-snoring-sleep-apnea-defaults.php. לא למחוק סיפור יוני, באנר האישור, או שני כרטיסי ההמתנה (SNR-01/02/03). לא faqblock / block-faq-list.php. Provenance לנתיב הדרייב.",snoring-sleep-apnea-defaults.php,http://eyalamit-co-il-2026.s887.upress.link/snoring-sleep-apnea/,,פאזה א׳ 18.8.26. אין סקירה — md הוא הרצוי. גוף 01–17 כבר מילה-במילה. FAQ כבר 6 מהמסמך. WP-EI-03 לא נפתח. ממתין ל-GO BUILD.,,
